levelId,code,levelType,playMode,passed,simulatorError,attempt,seed,state,shotLimit,shotsFired,clearRemainingShots,timeLimitSeconds,remainingTimeSeconds,score,boardCells,sourceName,errorMessage
37,L037_ICE_ROUTE_TRAINING,normal,shot_limited,true,false,2,3571852546,won_settlement_pending,12,11,1,,,12634,0,levels_pack_011_100.json#level_037,
53,L053_MOLOTOV_INTRO,normal,shot_limited,true,false,1,1168301227,won_settlement_pending,18,15,3,,,35486,2,levels_pack_011_100.json#level_053,
74,L074_SPLITTER_INTRO,normal,shot_limited,false,false,1,953663524,out_of_shots_add_ball_prompt,18,18,0,,,20773,13,levels_pack_011_100.json#level_074,
86,L086_TRAPPED_SPRITE_RESCUE,trapped_sprite_rescue,shot_limited,false,false,2,742413025,out_of_shots_add_ball_prompt,34,34,0,,,16808,4,levels_pack_011_100.json#level_086,
94,L094_LOCK_KEY_INTRO,normal,shot_limited,false,false,1,2625651696,lost_objective,22,7,15,,,4576,2,levels_pack_011_100.json#level_094,
112,L112_MOLOTOV_SPLITTER_COMBO,normal,shot_limited,false,false,2,849841895,out_of_shots_add_ball_prompt,20,20,0,,,10873,17,levels_pack_101_200.json#level_112,
118,L118_MOLOTOV_SPLITTER_COMBO,normal,shot_limited,false,false,1,1766652568,out_of_shots_add_ball_prompt,21,21,0,,,10949,31,levels_pack_101_200.json#level_118,
144,L144_SPLITTER_LOCK_COMBO,normal,shot_limited,false,false,1,2078973598,out_of_shots_add_ball_prompt,18,18,0,,,6767,30,levels_pack_101_200.json#level_144,
158,L158_SPLITTER_LOCK_COMBO,normal,shot_limited,false,false,1,585365040,lost_objective,26,23,3,,,5071,2,levels_pack_101_200.json#level_158,
168,L168_SPLITTER_LOCK_COMBO,normal,shot_limited,false,false,1,1354314022,out_of_shots_add_ball_prompt,29,29,0,,,6884,42,levels_pack_101_200.json#level_168,
176,L176_SPLITTER_LOCK_COMBO,normal,shot_limited,false,false,2,3435207207,out_of_shots_add_ball_prompt,21,21,0,,,10025,25,levels_pack_101_200.json#level_176,
182,L182_FULL_REACTIVE_EXAM,normal,shot_limited,false,false,1,4289621720,out_of_shots_add_ball_prompt,19,19,0,,,8435,15,levels_pack_101_200.json#level_182,
196,L196_FULL_REACTIVE_EXAM,normal,shot_limited,true,false,1,2796013194,won_settlement_pending,18,14,4,,,21423,0,levels_pack_101_200.json#level_196,
206,L206_BLAST_CHAIN_ROUTES,normal,shot_limited,false,false,1,3564962144,out_of_shots_add_ball_prompt,18,18,0,,,10080,42,levels_pack_201_300.json#level_206,
216,L216_BLAST_CHAIN_ROUTES,normal,shot_limited,false,false,2,1949048527,out_of_shots_add_ball_prompt,18,18,0,,,3817,45,levels_pack_201_300.json#level_216,
227,L227_BLAST_CHAIN_ROUTES,normal,shot_limited,false,false,1,3488484093,out_of_shots_add_ball_prompt,20,20,0,,,9673,13,levels_pack_201_300.json#level_227,
237,L237_BLAST_CHAIN_ROUTES,normal,shot_limited,false,false,2,1941510986,out_of_shots_add_ball_prompt,19,19,0,,,6896,20,levels_pack_201_300.json#level_237,
254,L254_BLAST_CHAIN_ROUTES,normal,shot_limited,false,false,2,4058517001,out_of_shots_add_ball_prompt,30,30,0,,,15972,10,levels_pack_201_300.json#level_254,
263,L263_TRAPPED_SPRITE_RESCUE,trapped_sprite_rescue,shot_limited,true,false,1,237038041,won_settlement_pending,40,31,9,,,11763,0,levels_pack_201_300.json#level_263,
274,L274_BLAST_CHAIN_ROUTES,normal,shot_limited,true,false,1,3552498300,won_settlement_pending,23,22,1,,,15267,2,levels_pack_201_300.json#level_274,
283,L283_BLAST_CHAIN_ROUTES,normal,shot_limited,false,false,1,1670212517,lost_objective,29,7,22,,,7089,0,levels_pack_201_300.json#level_283,
300,L300_BLAST_CHAIN_ROUTES,special_floating_island,timed_infinite_shots,false,false,2,1675634939,lost_objective,,42,,90,7.25,8796,4,levels_pack_201_300.json#level_300,
310,L310_GROWTH_AND_KEYS,special_floating_island,timed_infinite_shots,false,false,2,2647650241,lost_objective,,43,,90,0,4561,40,levels_pack_301_400.json#level_310,
323,L323_GROWTH_AND_KEYS,normal,shot_limited,false,false,2,2501654980,lost_objective,42,25,17,,,7659,0,levels_pack_301_400.json#level_323,
329,L329_GROWTH_AND_KEYS,normal,shot_limited,false,false,1,3516238199,out_of_shots_add_ball_prompt,46,46,0,,,7203,33,levels_pack_301_400.json#level_329,
339,L339_GROWTH_AND_KEYS,normal,shot_limited,false,false,2,2308216564,out_of_shots_add_ball_prompt,46,46,0,,,3227,75,levels_pack_301_400.json#level_339,
354,L354_GROWTH_AND_KEYS,normal,shot_limited,false,false,2,3260347733,lost_objective,42,25,17,,,8775,2,levels_pack_301_400.json#level_354,
368,L368_GROWTH_AND_KEYS,normal,shot_limited,false,false,1,3948938110,lost_objective,45,17,28,,,7580,2,levels_pack_301_400.json#level_368,
380,L380_GROWTH_AND_KEYS,special_floating_island,timed_infinite_shots,false,false,1,1585860530,lost_objective,,44,,90,0,4486,62,levels_pack_301_400.json#level_380,
389,L389_GROWTH_AND_KEYS,normal,shot_limited,false,false,2,1621711458,lost_objective,46,30,16,,,7561,4,levels_pack_301_400.json#level_389,
398,L398_GROWTH_AND_KEYS,normal,shot_limited,false,false,1,2128731168,lost_objective,45,30,15,,,9873,2,levels_pack_301_400.json#level_398,
425,L425_TRAPPED_SPRITE_RESCUE,trapped_sprite_rescue,shot_limited,true,false,1,784853975,won_settlement_pending,40,11,29,,,47663,0,levels_pack_401_500.json#level_425,
429,L429_SYMBOLIC_PATTERNS,normal,shot_limited,false,false,1,2787639443,out_of_shots_add_ball_prompt,43,43,0,,,6460,45,levels_pack_401_500.json#level_429,
442,L442_TRAPPED_SPRITE_RESCUE,trapped_sprite_rescue,shot_limited,false,true,1,2937517716,simulator_error,40,6,34,,,3396,38,levels_pack_401_500.json#level_442,Trapped sprite rescue bubble impact requires an attachment cell.
450,L450_SYMBOLIC_PATTERNS,special_floating_island,timed_infinite_shots,false,false,1,2573009964,lost_objective,,42,,90,0,8170,31,levels_pack_401_500.json#level_450,
470,L470_SYMBOLIC_PATTERNS,special_floating_island,timed_infinite_shots,false,false,1,4245129208,lost_objective,,27,,90,33.6,8541,4,levels_pack_401_500.json#level_470,
488,L488_SYMBOLIC_PATTERNS,normal,shot_limited,false,false,2,2472364799,lost_objective,43,36,7,,,7784,4,levels_pack_401_500.json#level_488,
499,L499_TRAPPED_SPRITE_RESCUE,trapped_sprite_rescue,shot_limited,false,true,2,1824556948,simulator_error,42,16,26,,,6156,64,levels_pack_401_500.json#level_499,Trapped sprite rescue bubble impact requires an attachment cell.
510,L510_FULL_SYSTEM_MASTERY,special_floating_island,timed_infinite_shots,false,false,2,946265353,lost_objective,,47,,90,0,24860,36,levels_pack_501_600.json#level_510,
520,L520_FULL_SYSTEM_MASTERY,special_floating_island,timed_infinite_shots,false,false,2,1783471135,lost_objective,,43,,90,0,10307,35,levels_pack_501_600.json#level_520,
529,L529_FULL_SYSTEM_MASTERY,normal,shot_limited,false,false,1,1954323407,lost_objective,45,38,7,,,8290,4,levels_pack_501_600.json#level_529,
539,L539_FULL_SYSTEM_MASTERY,normal,shot_limited,false,false,1,2584992421,out_of_shots_add_ball_prompt,45,45,0,,,6925,38,levels_pack_501_600.json#level_539,
548,L548_FULL_SYSTEM_MASTERY,normal,shot_limited,false,false,2,2753744243,out_of_shots_add_ball_prompt,44,44,0,,,7751,22,levels_pack_501_600.json#level_548,
569,L569_FULL_SYSTEM_MASTERY,normal,shot_limited,false,false,1,764647271,out_of_shots_add_ball_prompt,45,45,0,,,11250,41,levels_pack_501_600.json#level_569,
582,L582_FULL_SYSTEM_MASTERY,normal,shot_limited,false,false,1,918570344,out_of_shots_add_ball_prompt,42,42,0,,,10454,13,levels_pack_501_600.json#level_582,
593,L593_FULL_SYSTEM_MASTERY,normal,shot_limited,false,false,2,1952600214,lost_objective,42,32,10,,,7151,0,levels_pack_501_600.json#level_593,
618,L618_BLAST_CHAIN_ROUTES,normal,shot_limited,false,false,2,4211701469,lost_objective,43,40,3,,,7905,4,levels_pack_601_700.json#level_618,
629,L629_BLAST_CHAIN_ROUTES,normal,shot_limited,false,false,1,982717163,lost_objective,45,31,14,,,9716,4,levels_pack_601_700.json#level_629,
644,L644_BLAST_CHAIN_ROUTES,normal,shot_limited,true,false,1,2270219338,won_settlement_pending,42,10,32,,,19400,2,levels_pack_601_700.json#level_644,
669,L669_BLAST_CHAIN_ROUTES,normal,shot_limited,false,false,2,2082189338,out_of_shots_add_ball_prompt,45,45,0,,,9829,37,levels_pack_601_700.json#level_669,
689,L689_BLAST_CHAIN_ROUTES,normal,shot_limited,false,false,1,1469081711,out_of_shots_add_ball_prompt,45,45,0,,,3738,95,levels_pack_601_700.json#level_689,
705,L705_GROWTH_AND_KEYS,normal,shot_limited,false,false,1,840486271,out_of_shots_add_ball_prompt,44,44,0,,,8524,39,levels_pack_701_800.json#level_705,
711,L711_GROWTH_AND_KEYS,normal,shot_limited,false,false,1,3905689497,lost_objective,43,28,15,,,5982,0,levels_pack_701_800.json#level_711,
719,L719_GROWTH_AND_KEYS,normal,shot_limited,false,false,1,3641713937,lost_objective,46,39,7,,,9338,4,levels_pack_701_800.json#level_719,
730,L730_GROWTH_AND_KEYS,special_floating_island,timed_infinite_shots,false,false,1,2934960052,lost_objective,,45,,90,0,3746,74,levels_pack_701_800.json#level_730,
739,L739_GROWTH_AND_KEYS,normal,shot_limited,false,false,2,2965830244,out_of_shots_add_ball_prompt,46,46,0,,,6263,46,levels_pack_701_800.json#level_739,
746,L746_GROWTH_AND_KEYS,normal,shot_limited,false,false,2,122302045,lost_objective,45,45,0,,,8926,0,levels_pack_701_800.json#level_746,
756,L756_GROWTH_AND_KEYS,normal,shot_limited,false,false,2,825355555,lost_objective,45,38,7,,,6302,0,levels_pack_701_800.json#level_756,
767,L767_GROWTH_AND_KEYS,normal,shot_limited,false,false,2,47655640,out_of_shots_add_ball_prompt,46,46,0,,,4814,40,levels_pack_701_800.json#level_767,
776,L776_GROWTH_AND_KEYS,normal,shot_limited,false,false,1,485887366,out_of_shots_add_ball_prompt,45,45,0,,,4327,54,levels_pack_701_800.json#level_776,
785,L785_GROWTH_AND_KEYS,normal,shot_limited,true,false,1,2898447055,won_settlement_pending,44,31,13,,,21269,0,levels_pack_701_800.json#level_785,
790,L790_GROWTH_AND_KEYS,special_floating_island,timed_infinite_shots,false,false,2,903035809,lost_objective,,42,,90,0,3254,78,levels_pack_701_800.json#level_790,
799,L799_TRAPPED_SPRITE_RESCUE,trapped_sprite_rescue,shot_limited,true,false,1,1274684001,won_settlement_pending,44,13,31,,,51785,0,levels_pack_701_800.json#level_799,
809,L809_SYMBOLIC_PATTERNS,normal,shot_limited,false,false,1,2039577943,out_of_shots_add_ball_prompt,44,44,0,,,8527,64,levels_pack_801_900.json#level_809,
823,L823_SYMBOLIC_PATTERNS,normal,shot_limited,false,false,1,545707273,lost_objective,42,26,16,,,7496,0,levels_pack_801_900.json#level_823,
833,L833_SYMBOLIC_PATTERNS,normal,shot_limited,true,false,1,1448875519,won_settlement_pending,42,33,9,,,18070,0,levels_pack_801_900.json#level_833,
840,L840_SYMBOLIC_PATTERNS,special_floating_island,timed_infinite_shots,false,false,2,753270623,lost_objective,,46,,90,0,3597,80,levels_pack_801_900.json#level_840,
849,L849_SYMBOLIC_PATTERNS,normal,shot_limited,false,false,2,3206031254,out_of_shots_add_ball_prompt,44,44,0,,,5390,55,levels_pack_801_900.json#level_849,
854,L854_SYMBOLIC_PATTERNS,normal,shot_limited,true,false,1,1238440312,won_settlement_pending,43,42,1,,,11134,2,levels_pack_801_900.json#level_854,
870,L870_SYMBOLIC_PATTERNS,special_floating_island,timed_infinite_shots,false,false,1,878273160,lost_objective,,42,,90,0,4010,77,levels_pack_801_900.json#level_870,
880,L880_SYMBOLIC_PATTERNS,special_floating_island,timed_infinite_shots,false,false,2,3562071015,lost_objective,,51,,90,0,4206,70,levels_pack_801_900.json#level_880,
890,L890_SYMBOLIC_PATTERNS,special_floating_island,timed_infinite_shots,false,false,1,2281962580,lost_objective,,46,,90,0,1953,100,levels_pack_801_900.json#level_890,
903,L903_FULL_SYSTEM_MASTERY,normal,shot_limited,false,false,2,525110464,lost_objective,43,38,5,,,9224,0,levels_pack_901_1000.json#level_903,
910,L910_FULL_SYSTEM_MASTERY,special_floating_island,timed_infinite_shots,false,false,1,3991698976,lost_objective,,43,,90,0,4427,76,levels_pack_901_1000.json#level_910,
