levelId,code,levelType,playMode,passed,simulatorError,attempt,seed,state,shotLimit,shotsFired,clearRemainingShots,timeLimitSeconds,remainingTimeSeconds,score,boardCells,sourceName,errorMessage
751,L751_GROWTH_AND_KEYS,normal,shot_limited,true,false,1,2690847537,won_settlement_pending,43,6,37,,,48470,0,levels_pack_701_800.json#level_751,
752,L752_GROWTH_AND_KEYS,normal,shot_limited,true,false,1,1177262846,won_settlement_pending,44,29,15,,,17340,0,levels_pack_701_800.json#level_752,
753,L753_GROWTH_AND_KEYS,normal,shot_limited,true,false,1,3857849519,won_settlement_pending,44,32,12,,,20426,0,levels_pack_701_800.json#level_753,
754,L754_GROWTH_AND_KEYS,normal,shot_limited,true,false,2,4119255237,won_settlement_pending,44,41,3,,,20513,2,levels_pack_701_800.json#level_754,
755,L755_GROWTH_AND_KEYS,normal,shot_limited,true,false,1,423954445,won_settlement_pending,44,42,2,,,11560,0,levels_pack_701_800.json#level_755,
756,L756_GROWTH_AND_KEYS,normal,shot_limited,false,false,2,825355555,lost_objective,45,38,7,,,6292,0,levels_pack_701_800.json#level_756,
757,L757_GROWTH_AND_KEYS,normal,shot_limited,true,false,1,1590965611,won_settlement_pending,46,40,6,,,11899,4,levels_pack_701_800.json#level_757,
758,L758_GROWTH_AND_KEYS,normal,shot_limited,true,false,2,1923146113,won_settlement_pending,46,28,18,,,23798,4,levels_pack_701_800.json#level_758,
759,L759_GROWTH_AND_KEYS,normal,shot_limited,true,false,2,479950928,won_settlement_pending,46,32,14,,,20135,4,levels_pack_701_800.json#level_759,
760,L760_GROWTH_AND_KEYS,special_floating_island,timed_infinite_shots,false,false,2,3193173743,lost_objective,,45,,90,0,2963,76,levels_pack_701_800.json#level_760,
761,L761_GROWTH_AND_KEYS,normal,shot_limited,false,false,2,1477053630,out_of_shots_add_ball_prompt,43,43,0,,,9182,21,levels_pack_701_800.json#level_761,
762,L762_GROWTH_AND_KEYS,normal,shot_limited,true,false,1,1979635156,won_settlement_pending,44,43,1,,,16106,0,levels_pack_701_800.json#level_762,
