levelId,code,levelType,playMode,passed,simulatorError,attempt,seed,state,shotLimit,shotsFired,clearRemainingShots,timeLimitSeconds,remainingTimeSeconds,score,boardCells,sourceName,errorMessage
13,L013_LEGACY_SKILL_INTRO,normal,shot_limited,false,false,1,2349842675,out_of_shots_add_ball_prompt,12,12,0,,,3803,13,levels_pack_011_100.json#level_013,
39,L039_ICE_ROUTE_TRAINING,normal,shot_limited,false,false,1,2662163705,out_of_shots_add_ball_prompt,16,16,0,,,4955,39,levels_pack_011_100.json#level_039,
64,L064_SPLITTER_INTRO,normal,shot_limited,false,false,2,2268913623,out_of_shots_add_ball_prompt,20,20,0,,,4325,62,levels_pack_011_100.json#level_064,
76,L076_SPLITTER_INTRO,normal,shot_limited,false,false,1,2091306370,lost_objective,24,18,6,,,5136,0,levels_pack_011_100.json#level_076,
88,L088_LOCK_KEY_INTRO,normal,shot_limited,false,false,2,1777559375,lost_objective,33,21,12,,,5593,2,levels_pack_011_100.json#level_088,
98,L098_LOCK_KEY_INTRO,normal,shot_limited,false,false,2,2615027285,lost_objective,20,19,1,,,6557,2,levels_pack_011_100.json#level_098,
113,L113_MOLOTOV_SPLITTER_COMBO,normal,shot_limited,false,false,1,1386371631,out_of_shots_add_ball_prompt,18,18,0,,,30527,27,levels_pack_101_200.json#level_113,
135,L135_MOLOTOV_SPLITTER_COMBO,normal,shot_limited,false,false,1,3953115481,lost_objective,27,5,22,,,6936,0,levels_pack_101_200.json#level_135,
147,L147_SPLITTER_LOCK_COMBO,normal,shot_limited,false,false,1,1560546733,out_of_shots_add_ball_prompt,26,26,0,,,8291,45,levels_pack_101_200.json#level_147,
160,L160_SPLITTER_LOCK_COMBO,special_floating_island,timed_infinite_shots,false,false,2,3897474359,lost_objective,,41,,90,0,8983,25,levels_pack_101_200.json#level_160,
169,L169_SPLITTER_LOCK_COMBO,normal,shot_limited,false,false,2,2021516878,out_of_shots_add_ball_prompt,29,29,0,,,4990,47,levels_pack_101_200.json#level_169,
179,L179_SPLITTER_LOCK_COMBO,normal,shot_limited,false,false,1,605354957,out_of_shots_add_ball_prompt,20,20,0,,,4358,23,levels_pack_101_200.json#level_179,
183,L183_FULL_REACTIVE_EXAM,normal,shot_limited,false,false,1,2641957001,out_of_shots_add_ball_prompt,25,25,0,,,9145,27,levels_pack_101_200.json#level_183,
198,L198_FULL_REACTIVE_EXAM,normal,shot_limited,false,false,1,3661034472,lost_objective,33,15,18,,,8435,2,levels_pack_101_200.json#level_198,
