levelId,code,levelType,playMode,passed,simulatorError,attempt,seed,state,shotLimit,shotsFired,clearRemainingShots,timeLimitSeconds,remainingTimeSeconds,score,boardCells,sourceName,errorMessage
28,L028_ICE_ROUTE_TRAINING,normal,shot_limited,false,false,1,3402605138,lost_objective,23,11,12,,,4422,0,levels_pack_011_100.json#level_028,
49,L049_MOLOTOV_INTRO,normal,shot_limited,false,false,2,1115486582,out_of_shots_add_ball_prompt,13,13,0,,,18223,45,levels_pack_011_100.json#level_049,
71,L071_SPLITTER_INTRO,normal,shot_limited,false,false,1,1706831129,out_of_shots_add_ball_prompt,16,16,0,,,8764,36,levels_pack_011_100.json#level_071,
82,L082_LOCK_KEY_INTRO,normal,shot_limited,false,false,1,689575868,out_of_shots_add_ball_prompt,20,20,0,,,6251,32,levels_pack_011_100.json#level_082,
93,L093_LOCK_KEY_INTRO,normal,shot_limited,true,false,2,1891993306,won_settlement_pending,22,19,3,,,12475,0,levels_pack_011_100.json#level_093,
108,L108_MOLOTOV_SPLITTER_COMBO,normal,shot_limited,false,false,1,1002027938,out_of_shots_add_ball_prompt,18,18,0,,,8277,32,levels_pack_101_200.json#level_108,
115,L115_MOLOTOV_SPLITTER_COMBO,normal,shot_limited,false,false,1,2520074125,out_of_shots_add_ball_prompt,20,20,0,,,9498,48,levels_pack_101_200.json#level_115,
139,L139_MOLOTOV_SPLITTER_COMBO,normal,shot_limited,false,false,2,3808272524,out_of_shots_add_ball_prompt,22,22,0,,,7079,15,levels_pack_101_200.json#level_139,
155,L155_SPLITTER_LOCK_COMBO,normal,shot_limited,false,false,1,1330135845,out_of_shots_add_ball_prompt,25,25,0,,,4370,25,levels_pack_101_200.json#level_155,
165,L165_SPLITTER_LOCK_COMBO,normal,shot_limited,false,false,1,2099216923,lost_objective,36,20,16,,,7606,0,levels_pack_101_200.json#level_165,
174,L174_SPLITTER_LOCK_COMBO,normal,shot_limited,false,false,1,225073984,out_of_shots_add_ball_prompt,35,35,0,,,4017,32,levels_pack_101_200.json#level_174,
181,L181_FULL_REACTIVE_EXAM,normal,shot_limited,false,false,1,1508370219,out_of_shots_add_ball_prompt,24,24,0,,,4712,26,levels_pack_101_200.json#level_181,
193,L193_FULL_REACTIVE_EXAM,normal,shot_limited,false,false,2,1294994918,out_of_shots_add_ball_prompt,24,24,0,,,4663,39,levels_pack_101_200.json#level_193,
205,L205_BLAST_CHAIN_ROUTES,normal,shot_limited,false,false,1,917675955,out_of_shots_add_ball_prompt,23,23,0,,,11773,34,levels_pack_201_300.json#level_205,
213,L213_BLAST_CHAIN_ROUTES,normal,shot_limited,false,false,1,553037131,out_of_shots_add_ball_prompt,20,20,0,,,25253,11,levels_pack_201_300.json#level_213,
225,L225_TRAPPED_SPRITE_RESCUE,trapped_sprite_rescue,shot_limited,false,true,2,69420806,simulator_error,39,6,33,,,345,88,levels_pack_201_300.json#level_225,Trapped sprite rescue bubble impact requires an attachment cell.
233,L233_BLAST_CHAIN_ROUTES,normal,shot_limited,false,false,2,178221454,out_of_shots_add_ball_prompt,18,18,0,,,12002,25,levels_pack_201_300.json#level_233,
249,L249_BLAST_CHAIN_ROUTES,normal,shot_limited,false,false,1,1730916391,lost_objective,35,21,14,,,8394,4,levels_pack_201_300.json#level_249,
261,L261_BLAST_CHAIN_ROUTES,normal,shot_limited,false,false,2,1148035810,out_of_shots_add_ball_prompt,19,19,0,,,4705,59,levels_pack_201_300.json#level_261,
269,L269_BLAST_CHAIN_ROUTES,normal,shot_limited,false,false,1,3298046963,out_of_shots_add_ball_prompt,23,23,0,,,3094,65,levels_pack_201_300.json#level_269,
279,L279_BLAST_CHAIN_ROUTES,normal,shot_limited,false,false,1,3937104617,out_of_shots_add_ball_prompt,23,23,0,,,5615,34,levels_pack_201_300.json#level_279,
294,L294_BLAST_CHAIN_ROUTES,normal,shot_limited,false,false,1,929770568,out_of_shots_add_ball_prompt,25,25,0,,,8572,10,levels_pack_201_300.json#level_294,
309,L309_GROWTH_AND_KEYS,normal,shot_limited,false,false,1,2083196843,lost_objective,46,39,7,,,6366,4,levels_pack_301_400.json#level_309,
318,L318_GROWTH_AND_KEYS,normal,shot_limited,false,false,2,2181798473,lost_objective,45,39,6,,,8126,2,levels_pack_301_400.json#level_318,
328,L328_GROWTH_AND_KEYS,normal,shot_limited,false,false,2,3186710879,lost_objective,45,27,18,,,9678,2,levels_pack_301_400.json#level_328,
338,L338_GROWTH_AND_KEYS,normal,shot_limited,false,false,1,1642088124,lost_objective,45,24,21,,,9961,2,levels_pack_301_400.json#level_338,
350,L350_GROWTH_AND_KEYS,special_floating_island,timed_infinite_shots,false,false,1,3406213872,lost_objective,,45,,90,0,1826,85,levels_pack_301_400.json#level_350,
362,L362_GROWTH_AND_KEYS,normal,shot_limited,false,false,2,2962270173,lost_objective,42,21,21,,,7810,0,levels_pack_301_400.json#level_362,
379,L379_GROWTH_AND_KEYS,normal,shot_limited,false,false,2,918788764,out_of_shots_add_ball_prompt,46,46,0,,,9545,45,levels_pack_301_400.json#level_379,
386,L386_TRAPPED_SPRITE_RESCUE,trapped_sprite_rescue,shot_limited,true,false,2,2236075893,won_settlement_pending,40,27,13,,,13582,0,levels_pack_301_400.json#level_386,
397,L397_GROWTH_AND_KEYS,normal,shot_limited,false,false,1,3638123123,lost_objective,45,41,4,,,8737,2,levels_pack_301_400.json#level_397,
419,L419_SYMBOLIC_PATTERNS,normal,shot_limited,false,false,1,1880277437,lost_objective,43,31,12,,,5368,4,levels_pack_401_500.json#level_419,
