levelId,code,levelType,playMode,passed,simulatorError,attempt,seed,state,shotLimit,shotsFired,clearRemainingShots,timeLimitSeconds,remainingTimeSeconds,score,boardCells,sourceName,errorMessage
1,L001_CLUSTER_FUNDAMENTALS,normal,shot_limited,true,false,1,451515583,won_settlement_pending,12,4,8,,,18858,0,level_001.json,
2,L002_CLUSTER_FUNDAMENTALS,normal,shot_limited,true,false,1,3098549868,won_settlement_pending,15,11,4,,,5827,0,level_002.json,
3,L003_CLUSTER_FUNDAMENTALS,normal,shot_limited,true,false,1,1584955421,won_settlement_pending,11,5,6,,,23580,0,level_003.json,
4,L004_CLUSTER_FUNDAMENTALS,normal,shot_limited,true,false,1,4228058058,won_settlement_pending,10,9,1,,,9366,0,level_004.json,
5,L005_CLUSTER_FUNDAMENTALS,normal,shot_limited,true,false,1,2479590779,won_settlement_pending,10,4,6,,,7287,0,level_005.json,
6,L006_CLUSTER_FUNDAMENTALS,normal,shot_limited,true,false,1,831665960,won_settlement_pending,14,13,1,,,8465,0,level_006.json,
7,L007_CLUSTER_FUNDAMENTALS,normal,shot_limited,true,false,1,3613048537,won_settlement_pending,10,5,5,,,12476,0,level_007.json,
8,L008_CLUSTER_FUNDAMENTALS,normal,shot_limited,true,false,1,1969561734,won_settlement_pending,13,7,6,,,33440,0,level_008.json,
9,L009_CLUSTER_FUNDAMENTALS,normal,shot_limited,true,false,1,187542071,won_settlement_pending,23,7,16,,,22567,0,level_009.json,
10,L010_LEGACY_SKILL_INTRO,special_floating_island,timed_infinite_shots,true,false,1,2868129252,won,,10,,90,79.45,7942,0,level_010.json,
11,L011_LEGACY_SKILL_INTRO,normal,shot_limited,true,false,1,1220335509,won_settlement_pending,10,8,2,,,9398,0,levels_pack_011_100.json#level_011,
12,L012_LEGACY_SKILL_INTRO,normal,shot_limited,true,false,1,3997653314,won_settlement_pending,12,4,8,,,19500,0,levels_pack_011_100.json#level_012,
13,L013_LEGACY_SKILL_INTRO,normal,shot_limited,false,false,1,2349842675,out_of_shots_add_ball_prompt,12,12,0,,,3803,13,levels_pack_011_100.json#level_013,
14,L014_LEGACY_SKILL_INTRO,normal,shot_limited,true,false,1,601246368,won_settlement_pending,10,8,2,,,7766,0,levels_pack_011_100.json#level_014,
15,L015_LEGACY_SKILL_INTRO,normal,shot_limited,true,false,2,1336054472,won_settlement_pending,17,6,11,,,12896,0,levels_pack_011_100.json#level_015,
16,L016_ICE_ROUTE_TRAINING,normal,shot_limited,true,false,1,1739159070,won_settlement_pending,21,6,15,,,20661,0,levels_pack_011_100.json#level_016,
17,L017_ICE_ROUTE_TRAINING,normal,shot_limited,true,false,1,91355599,won_settlement_pending,10,10,0,,,14706,0,levels_pack_011_100.json#level_017,
18,L018_ICE_ROUTE_TRAINING,normal,shot_limited,true,false,1,2604163964,won_settlement_pending,24,7,17,,,15964,0,levels_pack_011_100.json#level_018,
19,L019_ICE_ROUTE_TRAINING,normal,shot_limited,true,false,1,985720109,won_settlement_pending,24,7,17,,,35663,0,levels_pack_011_100.json#level_019,
20,L020_ICE_ROUTE_TRAINING,special_floating_island,timed_infinite_shots,true,false,1,3633016026,won,,21,,90,63.05,9669,0,levels_pack_011_100.json#level_020,
21,L021_ICE_ROUTE_TRAINING,normal,shot_limited,true,false,1,2119308939,won_settlement_pending,17,12,5,,,9818,0,levels_pack_011_100.json#level_021,
22,L022_ICE_ROUTE_TRAINING,normal,shot_limited,true,false,1,471504952,won_settlement_pending,12,10,2,,,13051,0,levels_pack_011_100.json#level_022,
23,L023_ICE_ROUTE_TRAINING,normal,shot_limited,true,false,2,1008295280,won_settlement_pending,24,8,16,,,37239,0,levels_pack_011_100.json#level_023,
24,L024_ICE_ROUTE_TRAINING,normal,shot_limited,true,false,1,1374520726,won_settlement_pending,16,14,2,,,8526,0,levels_pack_011_100.json#level_024,
25,L025_TRAPPED_SPRITE_RESCUE,trapped_sprite_rescue,shot_limited,false,true,1,4155772743,simulator_error,34,5,29,,,685,69,levels_pack_011_100.json#level_025,Trapped sprite rescue bubble impact requires an attachment cell.
26,L026_ICE_ROUTE_TRAINING,normal,shot_limited,true,false,1,2507978484,won_settlement_pending,13,10,3,,,10885,0,levels_pack_011_100.json#level_026,
27,L027_ICE_ROUTE_TRAINING,normal,shot_limited,true,false,1,721893541,won_settlement_pending,25,11,14,,,16509,0,levels_pack_011_100.json#level_027,
28,L028_ICE_ROUTE_TRAINING,normal,shot_limited,false,false,1,3402605138,lost_objective,23,11,12,,,4422,0,levels_pack_011_100.json#level_028,
29,L029_ICE_ROUTE_TRAINING,normal,shot_limited,true,false,1,1754670083,won_settlement_pending,18,14,4,,,16390,0,levels_pack_011_100.json#level_029,
30,L030_ICE_ROUTE_TRAINING,special_floating_island,timed_infinite_shots,true,false,1,241086384,won,,18,,90,64.55,10795,0,levels_pack_011_100.json#level_030,
31,L031_ICE_ROUTE_TRAINING,normal,shot_limited,true,false,1,2892583265,won_settlement_pending,11,7,4,,,23374,0,levels_pack_011_100.json#level_031,
32,L032_ICE_ROUTE_TRAINING,normal,shot_limited,true,false,2,3423438263,won_settlement_pending,11,10,1,,,29384,0,levels_pack_011_100.json#level_032,
